,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2020-02-24,73.74337677664373,75.46006550121835,71.75131862538227,73.97160339355469,222195200,0.0,0.0
1,2020-02-25,74.65877601935713,75.05073434741071,70.98227307021308,71.46601867675781,230673600,0.0,0.0
2,2020-02-26,71.0815089092779,73.89718462701953,71.07406690143598,72.59973907470703,198054800,0.0,0.0
3,2020-02-27,69.73444708820585,70.95002288930027,67.71509664895453,,320605600,0.0,0.0
4,2020-02-28,63.82029705972296,69.06712455737672,63.599504876349656,67.8143310546875,426884800,0.0,0.0
5,2020-03-02,70.02717882445936,74.78033529507726,68.89594825248955,74.12789154052734,341397200,0.0,0.0
6,2020-03-03,75.33354215020442,75.41540422499466,70.90040002271473,71.77363586425781,319475600,0.0,0.0
7,2020-03-04,73.53994689899162,75.26656070889756,72.71881263003313,75.10282897949219,219178400,0.0,0.0
8,2020-03-05,73.31171936414619,74.31146946745307,72.29212643004331,,187572800,0.0,0.0
9,2020-03-06,69.95772465970889,72.14576595007878,69.76670806605833,,226176800,0.0,0.0
10,2020-03-09,65.43030526806271,68.98772835026587,65.24424752796394,,286744800,0.0,0.0
11,2020-03-10,68.75207350308885,71.05918691336672,66.82451008497111,70.78630065917969,285290000,0.0,0.0
12,2020-03-11,68.81409442520648,69.76422616648487,67.44222111285379,68.32785797119139,255598800,0.0,0.0
13,2020-03-12,63.49283374262304,66.98079607322374,61.523101578368475,61.58015823364258,418474000,0.0,0.0
14,2020-03-13,65.71312556970835,69.44172288360609,62.75108155502996,68.95796966552734,370732000,0.0,0.0
15,2020-03-16,60.022228515347386,64.27178488917372,59.53847912949118,60.08673095703125,322423600,0.0,0.0
16,2020-03-17,61.401538634748675,63.907114134028,59.141556949751966,62.72875213623047,324056000,0.0,0.0
17,2020-03-18,59.4814272966101,62.01925411510065,58.824020931777106,61.19315719604492,300233600,0.0,0.0
18,2020-03-19,61.371773929832536,62.72379293404048,60.18596607506216,60.72429275512695,271857200,0.0,0.0
19,2020-03-20,61.31967743628881,62.4732378777731,56.561561897172524,56.869178771972656,401693200,0.0,0.0
20,2020-03-23,56.5814086942201,56.68560059117353,52.7436567890046,55.66104125976562,336752800,0.0,0.0
21,2020-03-24,58.63548691777722,61.44620011978972,58.12444884202133,61.24525833129883,287531200,0.0,0.0
22,2020-03-25,62.20531300606654,64.0658906632769,60.605216977936614,60.90787124633789,303602000,0.0,0.0
23,2020-03-26,61.15595167937888,64.17256554570575,61.11625844532527,64.11302947998047,252087200,0.0,0.0
24,2020-03-27,62.70146742503597,63.475466523776255,61.28742915412396,61.45860290527344,204216800,0.0,0.0
25,2020-03-30,62.20283007612691,63.388637866343316,61.87040400999371,63.2125015258789,167976400,0.0,0.0
26,2020-03-31,63.40848779890307,65.11773452919971,62.51540901314474,63.08350372314453,197002000,0.0,0.0
27,2020-04-01,61.150990001886214,61.70172133028942,59.32266343910697,59.76424026489258,176218400,0.0,0.0
28,2020-04-02,59.622828724790544,60.81607855824528,58.76944318970685,60.76150131225586,165934000,0.0,0.0
29,2020-04-03,60.233102057705615,60.95252391165192,59.28296660353949,59.88827514648438,129880000,0.0,0.0
30,2020-04-06,62.24251739176921,65.27153542279238,61.86544307961198,65.11277008056639,201820400,0.0,0.0
31,2020-04-07,67.17926216892421,67.40253757068295,64.25195600471568,64.35862731933594,202887200,0.0,0.0
32,2020-04-08,65.17975106423584,66.32834882972527,64.80515992791106,66.00585174560547,168895200,0.0,0.0
33,2020-04-09,66.65829497250378,66.99815926161297,65.66598694207251,66.48215484619139,162116400,0.0,0.0
34,2020-04-13,66.56153971646815,67.89867838949121,65.94630602683381,67.78704071044922,131022800,0.0,0.0
35,2020-04-14,69.46155529194283,71.50819040322328,68.9778021464476,71.21049499511719,194994800,0.0,0.0
36,2020-04-15,70.05694323877229,71.03188403114683,69.61784967452274,70.56053924560547,131154400,0.0,0.0
37,2020-04-16,71.29237430879502,71.49579927956846,70.04454721695318,71.12120056152344,157125200,0.0,0.0
38,2020-04-17,70.62504287757616,71.18569932926823,68.68259569657202,70.15617370605469,215250000,0.0,0.0
39,2020-04-20,68.9530174904958,69.87834002046695,68.68013122762754,68.69997406005861,130015200,0.0,0.0
40,2020-04-21,68.53871363430203,68.77934862845447,65.8470766553496,66.57642364501953,180991600,0.0,0.0
41,2020-04-22,67.87634742486239,68.94059992309118,67.52656550116922,68.49406433105469,117057200,0.0,0.0
42,2020-04-23,68.43700622462066,69.89570031201096,68.18892920487971,68.22862243652344,124814400,0.0,0.0
43,2020-04-24,68.76694743435243,70.20827419882289,68.71732900606436,70.19834899902344,126508800,0.0,0.0
44,2020-04-27,69.90809871637057,70.58783487502922,69.44916230229377,70.24797058105469,117087600,0.0,0.0
45,2020-04-28,70.72179947151375,70.90785725214364,69.01503578993234,69.10929870605469,112004800,0.0,0.0
46,2020-04-29,70.63496518543096,71.86046614072518,70.4265814190789,71.37919616699219,137280800,0.0,0.0
47,2020-04-30,71.93241018163184,73.06612397341783,71.53300981569221,72.88502502441406,183064000,0.0,0.0
48,2020-05-01,71.01205270508177,74.17503496530813,70.91282340321676,71.71163177490234,240616800,0.0,0.0
49,2020-05-04,71.73644000026822,72.85774548017467,71.02941893186016,72.72626495361328,133568000,0.0,0.0
50,2020-05-05,73.19760983749623,74.67118804103934,73.04876210134546,73.81780242919922,147751200,0.0,0.0
51,2020-05-06,74.53721505738582,75.22686883081576,74.14277352657214,74.57939147949219,142333600,0.0,0.0
52,2020-05-07,75.22191667246426,75.70566990495905,74.91182038771376,75.35091400146484,115215200,0.0,0.0
53,2020-05-08,76.02751528971763,77.19911890901886,75.69170320766972,77.14439392089844,134048000,0.205,0.0
54,2020-05-11,76.63943058688929,78.86572557830294,76.42550288419241,78.35828399658203,145946400,0.0,0.0
55,2020-05-12,79.05975297714417,79.52242925490438,77.33841716052319,77.4627914428711,162301200,0.0,0.0
56,2020-05-13,77.64686490721482,78.59211403158874,75.42305207552775,76.52749633789062,200622400,0.0,0.0
57,2020-05-14,75.7464298776727,77.05982203052189,75.00515640234642,76.99763488769531,158929200,0.0,0.0
58,2020-05-15,74.71162617716048,76.58967463451926,74.67679773747075,76.54241180419922,166348400,0.0,0.0
59,2020-05-18,77.90059360544258,78.72892300977588,77.19165865725594,78.3458480834961,135372400,0.0,0.0
60,2020-05-19,78.36325827068575,79.23138831277136,77.86078891413023,77.89312744140625,101729600,0.0,0.0
61,2020-05-20,78.77369138425779,79.48013637676625,78.73389070410477,79.40800476074219,111504800,0.0,0.0
62,2020-05-21,79.26621326878627,79.82092526402447,78.57220269387265,78.81597900390625,102688800,0.0,0.0
63,2020-05-22,78.54733102896209,79.4080065228639,78.4428608835452,79.32343292236328,81803200,0.0,0.0
64,2020-05-26,80.47015780245695,80.65422930456648,78.72891791183194,78.7861328125,125522000,0.0,0.0
65,2020-05-27,78.63937477643655,79.27865281749348,77.88068710045597,79.12940216064453,112945200,0.0,0.0
66,2020-05-28,78.79607973980681,80.45523599874981,78.51251032479688,79.16423034667969,133560800,0.0,0.0
67,2020-05-29,79.41298007186039,79.88560083125952,78.72145935875122,79.08712005615234,153598000,0.0,0.0
68,2020-06-01,79.03985231995695,80.18409717626783,78.90552597647266,80.05972290039062,80791200,0.0,0.0
69,2020-06-02,79.78609345571891,80.4552276293312,79.33336929528177,80.43035125732422,87642800,0.0,0.0
70,2020-06-03,80.75870858601407,81.14178349483085,80.17165803563998,80.87313079833984,104491200,0.0,0.0
71,2020-06-04,80.69154707082433,80.99750293385512,79.79356084351434,80.1766357421875,87560400,0.0,0.0
72,2020-06-05,80.43285232746754,82.52233881540427,80.4030037134005,82.46015167236328,137250400,0.0,0.0
73,2020-06-08,82.1492045613558,82.98251368074865,81.42037316790831,82.94768524169922,95654400,0.0,0.0
74,2020-06-09,82.61934480731529,85.96998039768185,82.587006282097,85.56700897216797,147712400,0.0,0.0
75,2020-06-10,86.53962176342648,88.24852314137503,86.08938748098484,87.76844024658203,166651600,0.0,0.0
76,2020-06-11,86.89036090154221,87.32567089163831,83.45017157708385,83.55464172363281,201662400,0.0,0.0
77,2020-06-12,85.7486034128022,86.51474563305841,83.13674354785056,84.27600860595703,200146000,0.0,0.0
